pair,dataset,video_id,gt_hr_bpm,roi_a,hr_a,err_a,roi_b,hr_b,err_b
right_cheek|chin,DATASET_2,subject17,85.40310312805475,right_cheek,84.375,1.0281031280547523,chin,84.375,1.0281031280547523
right_cheek|chin,DATASET_2,subject22,101.79305561023622,right_cheek,105.46875,3.675694389763777,chin,98.4375,3.355555610236223
right_cheek|chin,DATASET_2,subject23,63.28856843718079,right_cheek,63.28125,0.007318437180792614,chin,63.28125,0.007318437180792614
right_cheek|chin,DATASET_2,subject3,101.17044419766795,right_cheek,91.40625,9.764194197667948,chin,91.40625,9.764194197667948
right_cheek|chin,DATASET_2,subject30,92.71101084812624,right_cheek,98.4375,5.726489151873764,chin,98.4375,5.726489151873764
right_cheek|chin,DATASET_2,subject31,78.23751603354712,right_cheek,77.34375,0.8937660335471236,chin,77.34375,0.8937660335471236
right_cheek|chin,DATASET_2,subject33,117.17613806903452,right_cheek,119.53125,2.355111930965478,chin,119.53125,2.355111930965478
right_cheek|chin,DATASET_2,subject34,116.54664373464374,right_cheek,112.5,4.046643734643737,chin,119.53125,2.9846062653562626
right_cheek|chin,DATASET_2,subject36,119.0246247563353,right_cheek,119.53125,0.5066252436647005,chin,119.53125,0.5066252436647005
right_cheek|chin,DATASET_2,subject37,62.97210433070866,right_cheek,56.25,6.72210433070866,chin,56.25,6.72210433070866
right_cheek|chin,DATASET_2,subject38,109.99679024390242,right_cheek,112.5,2.5032097560975757,chin,112.5,2.5032097560975757
right_cheek|chin,DATASET_2,subject39,85.02252479135984,right_cheek,84.375,0.6475247913598423,chin,84.375,0.6475247913598423
right_cheek|chin,DATASET_2,subject4,112.27390350877194,right_cheek,105.46875,6.805153508771937,chin,105.46875,6.805153508771937
right_cheek|chin,DATASET_2,subject40,86.96957544378698,right_cheek,84.375,2.5945754437869795,chin,84.375,2.5945754437869795
right_cheek|chin,DATASET_2,subject42,93.86798530852106,right_cheek,98.4375,4.569514691478943,chin,98.4375,4.569514691478943
right_cheek|chin,DATASET_2,subject43,97.04197660527626,right_cheek,98.4375,1.3955233947237389,chin,98.4375,1.3955233947237389
right_cheek|chin,DATASET_2,subject44,82.213154685176,right_cheek,77.34375,4.869404685175994,chin,77.34375,4.869404685175994
right_cheek|chin,DATASET_2,subject45,110.82009005905512,right_cheek,112.5,1.6799099409448814,chin,112.5,1.6799099409448814
right_cheek|chin,DATASET_2,subject46,96.68196032144651,right_cheek,91.40625,5.27571032144651,chin,91.40625,5.27571032144651
right_cheek|chin,DATASET_2,subject47,111.37760751359369,right_cheek,112.5,1.1223924864063122,chin,112.5,1.1223924864063122
right_cheek|chin,DATASET_2,subject48,87.41854959100205,right_cheek,91.40625,3.987700408997952,chin,91.40625,3.987700408997952
right_cheek|chin,DATASET_2,subject49,87.56820452310718,right_cheek,84.375,3.193204523107184,chin,84.375,3.193204523107184
right_cheek|chin,DATASET_2,subject5,98.2769141935484,right_cheek,98.4375,0.16058580645160703,chin,98.4375,0.16058580645160703
right_cheek|chin,DATASET_2,subject8,111.24383283877349,right_cheek,112.5,1.2561671612265144,chin,112.5,1.2561671612265144
right_cheek|chin,DATASET_2,subject9,108.18640873015872,right_cheek,105.46875,2.7176587301587176,chin,112.5,4.313591269841282
